record_id,institution_id,year,rating,overall_score,student_satisfaction_pct,graduate_outcome_pct,attendance_rate_pct
616,206,2022,Good,71,,,87.6
617,206,2023,Good,79,,,95.0
618,206,2024,Good,79,,,86.8
619,207,2022,Outstanding,86,,,96.6
620,207,2023,Requires Improvement,51,,,87.6
621,207,2024,Outstanding,91,,,96.6
622,208,2022,Inadequate,21,,,97.1
623,208,2023,Good,67,,,94.5
624,208,2024,Requires Improvement,59,,,88.1
625,209,2022,Good,72,,,86.9
626,209,2023,Good,65,,,94.2
627,209,2024,Good,80,,,95.7
628,210,2022,Outstanding,93,,,91.7
629,210,2023,Good,83,,,95.3
630,210,2024,Requires Improvement,48,,,97.5
631,211,2022,Outstanding,90,,,90.1
632,211,2023,Good,82,,,98.2
633,211,2024,Good,84,,,98.8
634,212,2022,Outstanding,94,,,96.9
635,212,2023,Good,81,,,96.7
636,212,2024,Good,80,,,95.7
637,213,2022,Inadequate,29,,,94.1
638,213,2023,Good,66,,,91.2
639,213,2024,Good,67,,,90.0
640,214,2022,Good,82,,,87.9
641,214,2023,Outstanding,99,,,91.9
642,214,2024,Good,68,,,91.0
643,215,2022,Good,66,,,98.0
644,215,2023,Requires Improvement,46,,,85.7
645,215,2024,Good,65,,,95.5
646,216,2022,Good,77,,,85.8
647,216,2023,Good,69,,,88.1
648,216,2024,Good,75,,,96.8
649,217,2022,Good,65,,,98.8
650,217,2023,Outstanding,97,,,97.0
651,217,2024,Good,76,,,91.6
652,218,2022,Good,83,,,95.9
653,218,2023,Inadequate,40,,,88.3
654,218,2024,Good,79,,,98.6
655,219,2022,Good,67,,,95.4
656,219,2023,Good,76,,,92.0
657,219,2024,Requires Improvement,52,,,97.1
658,220,2022,Requires Improvement,48,,,87.4
659,220,2023,Good,82,,,87.2
660,220,2024,Good,80,,,98.6
661,221,2022,Good,68,,,86.3
662,221,2023,Good,81,,,98.1
663,221,2024,Good,71,,,98.4
664,222,2022,Good,66,,,87.2
665,222,2023,Outstanding,99,,,85.3
666,222,2024,Outstanding,99,,,94.4
667,223,2022,Good,70,,,94.5
668,223,2023,Outstanding,89,,,93.1
669,223,2024,Good,77,,,89.7
670,224,2022,Good,73,,,91.9
671,224,2023,Good,67,,,91.1
672,224,2024,Outstanding,96,,,90.0
673,225,2022,Good,66,,,87.9
674,225,2023,Good,76,,,99.0
675,225,2024,Requires Improvement,54,,,87.2
676,226,2022,Requires Improvement,59,,,87.2
677,226,2023,Inadequate,33,,,90.9
678,226,2024,Requires Improvement,49,,,87.3
679,227,2022,Requires Improvement,60,,,90.5
680,227,2023,Good,79,,,93.2
681,227,2024,Good,76,,,98.9
682,228,2022,Good,70,,,95.6
683,228,2023,Good,70,,,94.7
684,228,2024,Good,78,,,88.7
685,229,2022,Inadequate,31,,,89.0
686,229,2023,Good,66,,,90.3
687,229,2024,Good,67,,,93.6
688,230,2022,Requires Improvement,57,,,85.6
689,230,2023,Good,74,,,96.9
690,230,2024,Good,84,,,91.8
691,231,2022,Requires Improvement,47,,,86.5
692,231,2023,Outstanding,96,,,90.3
693,231,2024,Good,83,,,93.4
694,232,2022,Outstanding,87,,,86.3
695,232,2023,Good,75,,,88.9
696,232,2024,Outstanding,85,,,86.3
697,233,2022,Outstanding,93,,,88.0
698,233,2023,Good,84,,,98.7
699,233,2024,Outstanding,98,,,96.7
700,234,2022,Outstanding,92,,,89.7
701,234,2023,Good,76,,,97.5
702,234,2024,Inadequate,40,,,98.3
703,235,2022,Good,73,,,89.5
704,235,2023,Good,79,,,90.2
705,235,2024,Good,83,,,92.9
706,236,2022,Good,80,,,88.6
707,236,2023,Good,74,,,97.9
708,236,2024,Good,66,,,95.2
709,237,2022,Good,71,,,90.4
710,237,2023,Outstanding,100,,,89.6
711,237,2024,Good,83,,,98.7
712,238,2022,Requires Improvement,61,,,89.6
713,238,2023,Good,79,,,92.3
714,238,2024,Good,78,,,97.7
715,239,2022,Good,70,,,95.7
716,239,2023,Good,81,,,86.5
717,239,2024,Good,82,,,97.0
718,240,2022,Requires Improvement,61,,,94.4
719,240,2023,Requires Improvement,64,,,88.7
720,240,2024,Outstanding,92,,,94.5
721,241,2022,Requires Improvement,54,,,90.8
722,241,2023,Outstanding,89,,,91.5
723,241,2024,Outstanding,99,,,97.6
724,242,2022,Outstanding,85,,,95.1
725,242,2023,Good,84,,,98.5
726,242,2024,Good,84,,,94.0
727,243,2022,Outstanding,87,,,96.2
728,243,2023,Good,80,,,89.9
729,243,2024,Outstanding,91,,,96.4
730,244,2022,Outstanding,92,,,90.3
731,244,2023,Good,65,,,85.9
732,244,2024,Good,78,,,88.8
733,245,2022,Requires Improvement,64,,,98.4
734,245,2023,Outstanding,94,,,86.0
735,245,2024,Outstanding,98,,,91.9
736,246,2022,Good,65,,,90.4
737,246,2023,Good,72,,,87.2
738,246,2024,Good,81,,,97.5
739,247,2022,Good,67,,,98.4
740,247,2023,Good,71,,,97.4
741,247,2024,Good,80,,,85.4
742,248,2022,Good,81,,,88.7
743,248,2023,Good,83,,,85.8
744,248,2024,Good,72,,,91.7
745,249,2022,Inadequate,23,,,98.6
746,249,2023,Good,69,,,91.3
747,249,2024,Good,80,,,89.3
748,250,2022,Requires Improvement,47,,,85.6
749,250,2023,Requires Improvement,64,,,97.8
750,250,2024,Good,80,,,89.1
751,251,2022,Outstanding,99,,,85.8
752,251,2023,Good,69,,,90.2
753,251,2024,Good,77,,,90.3
754,252,2022,Requires Improvement,62,,,85.1
755,252,2023,Outstanding,95,,,96.0
756,252,2024,Good,66,,,85.1
757,253,2022,Outstanding,85,,,86.4
758,253,2023,Requires Improvement,49,,,86.9
759,253,2024,Outstanding,97,,,92.8
760,254,2022,Good,84,,,85.6
761,254,2023,Outstanding,86,,,86.7
762,254,2024,Requires Improvement,47,,,95.7
763,255,2022,Requires Improvement,47,,,95.3
764,255,2023,Good,73,,,95.2
765,255,2024,Outstanding,97,,,97.8
766,256,2022,Good,81,,,97.6
767,256,2023,Good,66,,,96.7
768,256,2024,Outstanding,94,,,86.1
769,257,2022,Good,78,,,88.2
770,257,2023,Outstanding,89,,,95.4
771,257,2024,Good,83,,,90.3
772,258,2022,Good,83,,,98.1
773,258,2023,Good,77,,,86.7
774,258,2024,Good,68,,,85.9
775,259,2022,Requires Improvement,45,,,97.1
776,259,2023,Outstanding,95,,,88.5
777,259,2024,Good,84,,,90.5
778,260,2022,Good,70,,,94.9
779,260,2023,Requires Improvement,50,,,97.6
780,260,2024,Outstanding,89,,,97.8
781,261,2022,Good,73,,,93.9
782,261,2023,Outstanding,99,,,98.3
783,261,2024,Good,75,,,85.0
784,262,2022,Requires Improvement,54,,,87.0
785,262,2023,Good,69,,,90.9
786,262,2024,Good,76,,,87.5
787,263,2022,Outstanding,99,,,93.8
788,263,2023,Good,79,,,92.0
789,263,2024,Outstanding,91,,,87.2
790,264,2022,Outstanding,97,,,86.3
791,264,2023,Good,69,,,85.2
792,264,2024,Outstanding,98,,,91.3
793,265,2022,Good,79,,,88.9
794,265,2023,Good,70,,,87.5
795,265,2024,Good,82,,,85.2
796,266,2022,Requires Improvement,64,,,85.9
797,266,2023,Requires Improvement,54,,,93.6
798,266,2024,Good,83,,,97.8
799,267,2022,Good,79,,,95.6
800,267,2023,Good,83,,,90.3
801,267,2024,Good,84,,,96.9
802,268,2022,Requires Improvement,54,,,96.8
803,268,2023,Good,66,,,88.6
804,268,2024,Good,68,,,98.8
805,269,2022,Good,84,,,89.6
806,269,2023,Good,75,,,93.9
807,269,2024,Good,74,,,97.7
808,270,2022,Good,79,,,95.0
809,270,2023,Outstanding,99,,,86.6
810,270,2024,Outstanding,90,,,91.5
811,271,2022,Good,71,,,93.9
812,271,2023,Outstanding,99,,,95.8
813,271,2024,Outstanding,90,,,96.3
814,272,2022,Good,78,,,98.5
815,272,2023,Good,82,,,93.8
816,272,2024,Outstanding,94,,,95.8
817,273,2022,Good,74,,,98.7
818,273,2023,Good,75,,,93.8
819,273,2024,Good,71,,,97.5
820,274,2022,Outstanding,85,,,87.2
821,274,2023,Outstanding,94,,,88.3
822,274,2024,Good,83,,,89.1
823,275,2022,Requires Improvement,51,,,92.8
824,275,2023,Good,71,,,86.9
825,275,2024,Good,75,,,95.1
826,276,2022,Good,77,,,90.8
827,276,2023,Good,69,,,95.8
828,276,2024,Good,78,,,96.4
829,277,2022,Good,76,,,89.2
830,277,2023,Requires Improvement,49,,,94.3
831,277,2024,Inadequate,27,,,96.8
832,278,2022,Good,65,,,86.6
833,278,2023,Good,79,,,93.9
834,278,2024,Outstanding,87,,,97.6
835,279,2022,Good,80,,,98.6
836,279,2023,Outstanding,94,,,97.3
837,279,2024,Outstanding,87,,,90.0
838,280,2022,Good,68,,,93.9
839,280,2023,Good,71,,,86.0
840,280,2024,Good,73,,,87.2
841,281,2022,Outstanding,96,,,92.6
842,281,2023,Requires Improvement,57,,,89.7
843,281,2024,Good,67,,,90.3
844,282,2022,Requires Improvement,59,,,97.3
845,282,2023,Good,76,,,97.4
846,282,2024,Good,84,,,95.5
847,283,2022,Good,68,,,97.2
848,283,2023,Good,66,,,94.2
849,283,2024,Good,67,,,85.9
850,284,2022,Good,73,,,89.1
851,284,2023,Outstanding,89,,,91.4
852,284,2024,Good,65,,,94.5
853,285,2022,Good,83,,,89.0
854,285,2023,Good,78,,,93.8
855,285,2024,Good,81,,,87.4
856,286,2022,Requires Improvement,50,,,97.2
857,286,2023,Good,78,,,95.3
858,286,2024,Good,68,,,86.2
859,287,2022,Good,66,,,91.4
860,287,2023,Good,84,,,92.0
861,287,2024,Requires Improvement,60,,,98.9
862,288,2022,Good,73,,,96.9
863,288,2023,Requires Improvement,58,,,95.1
864,288,2024,Good,83,,,88.1
865,289,2022,Good,73,,,95.2
866,289,2023,Requires Improvement,54,,,98.2
867,289,2024,Good,71,,,96.7
868,290,2022,Good,67,,,90.8
869,290,2023,Good,69,,,94.7
870,290,2024,Good,75,,,97.7
871,291,2022,Requires Improvement,56,,,92.5
872,291,2023,Good,73,,,88.4
873,291,2024,Good,74,,,91.8
874,292,2022,Good,81,,,98.3
875,292,2023,Good,70,,,94.1
876,292,2024,Good,84,,,91.4
877,293,2022,Good,83,,,92.6
878,293,2023,Outstanding,94,,,89.8
879,293,2024,Good,65,,,95.2
880,294,2022,Requires Improvement,49,,,86.7
881,294,2023,Outstanding,94,,,93.9
882,294,2024,Good,68,,,86.5
883,295,2022,Good,80,,,91.2
884,295,2023,Good,73,,,90.2
885,295,2024,Good,66,,,95.1
886,296,2022,Good,84,,,92.6
887,296,2023,Good,69,,,98.7
888,296,2024,Good,70,,,96.9
889,297,2022,Good,83,,,89.7
890,297,2023,Good,65,,,85.5
891,297,2024,Good,69,,,94.2
892,298,2022,Good,71,,,93.3
893,298,2023,Requires Improvement,50,,,97.1
894,298,2024,Good,71,,,91.4
895,299,2022,Good,71,,,86.5
896,299,2023,Good,70,,,89.4
897,299,2024,Good,80,,,96.3
898,300,2022,Outstanding,88,,,95.3
899,300,2023,Outstanding,99,,,89.9
900,300,2024,Good,71,,,90.1
901,301,2022,Outstanding,89,,,97.5
902,301,2023,Good,70,,,86.7
903,301,2024,Outstanding,98,,,93.1
904,302,2022,Good,82,,,91.9
905,302,2023,Good,67,,,91.4
906,302,2024,Outstanding,95,,,98.3
907,303,2022,Requires Improvement,51,,,89.9
908,303,2023,Good,81,,,94.5
909,303,2024,Outstanding,86,,,97.8
910,304,2022,Good,73,,,92.5
911,304,2023,Good,70,,,89.6
912,304,2024,Outstanding,100,,,88.0
913,305,2022,Good,73,,,87.8
914,305,2023,Good,68,,,91.0
915,305,2024,Good,65,,,94.0
916,306,2022,Good,82,,,90.9
917,306,2023,Good,80,,,92.8
918,306,2024,Outstanding,100,,,91.7
919,307,2022,Outstanding,92,,,90.6
920,307,2023,Good,69,,,85.7
921,307,2024,Good,76,,,85.5
922,308,2022,Good,84,,,93.3
923,308,2023,Good,69,,,99.0
924,308,2024,Good,77,,,92.3
925,309,2022,Good,73,,,89.1
926,309,2023,Good,83,,,88.3
927,309,2024,Outstanding,87,,,86.2
928,310,2022,Good,82,,,89.4
929,310,2023,Requires Improvement,50,,,90.4
930,310,2024,Good,68,,,92.3
931,311,2022,Good,65,,,95.0
932,311,2023,Good,78,,,88.5
933,311,2024,Good,76,,,95.4
934,312,2022,Good,70,,,87.0
935,312,2023,Good,78,,,96.5
936,312,2024,Good,71,,,94.7
937,313,2022,Outstanding,99,,,95.3
938,313,2023,Good,84,,,92.2
939,313,2024,Good,74,,,92.2
940,314,2022,Good,73,,,89.3
941,314,2023,Requires Improvement,45,,,85.1
942,314,2024,Good,75,,,96.4
943,315,2022,Good,79,,,95.3
944,315,2023,Good,74,,,86.7
945,315,2024,Requires Improvement,58,,,96.5
946,316,2022,Good,76,,,97.1
947,316,2023,Good,68,,,90.6
948,316,2024,Good,70,,,97.4
949,317,2022,Good,72,,,94.9
950,317,2023,Outstanding,95,,,91.4
951,317,2024,Good,81,,,96.4
952,318,2022,Good,66,,,91.3
953,318,2023,Outstanding,95,,,85.3
954,318,2024,Good,77,,,91.0
955,319,2022,Outstanding,97,,,93.1
956,319,2023,Good,65,,,92.2
957,319,2024,Good,69,,,91.0
958,320,2022,Requires Improvement,58,,,92.2
959,320,2023,Good,76,,,97.0
960,320,2024,Good,69,,,90.4
961,321,2022,Inadequate,35,,,88.8
962,321,2023,Outstanding,93,,,85.9
963,321,2024,Good,65,,,94.4
964,322,2022,Good,71,,,93.0
965,322,2023,Good,81,,,96.8
966,322,2024,Good,77,,,85.7
967,323,2022,Outstanding,87,,,92.7
968,323,2023,Good,65,,,97.6
969,323,2024,Good,77,,,93.9
970,324,2022,Good,82,,,86.7
971,324,2023,Good,83,,,93.8
972,324,2024,Outstanding,87,,,92.9
973,325,2022,Good,83,,,96.3
974,325,2023,Good,68,,,98.4
975,325,2024,Good,84,,,86.8
976,326,2022,Good,65,,,86.4
977,326,2023,Good,67,,,91.5
978,326,2024,Good,78,,,95.4
979,327,2022,Outstanding,86,,,98.5
980,327,2023,Good,79,,,94.6
981,327,2024,Good,69,,,86.8
982,328,2022,Outstanding,87,,,89.7
983,328,2023,Good,84,,,88.1
984,328,2024,Good,77,,,97.2
985,329,2022,Good,67,,,91.8
986,329,2023,Good,67,,,87.9
987,329,2024,Good,79,,,97.6
988,330,2022,Good,68,,,88.4
989,330,2023,Outstanding,100,,,94.5
990,330,2024,Good,70,,,96.0
991,331,2022,Good,84,,,88.5
992,331,2023,Good,76,,,85.9
993,331,2024,Requires Improvement,49,,,89.5
994,332,2022,Good,78,,,93.8
995,332,2023,Good,77,,,88.0
996,332,2024,Outstanding,90,,,91.6
997,333,2022,Good,73,,,92.5
998,333,2023,Outstanding,90,,,92.5
999,333,2024,Requires Improvement,51,,,89.0
1000,334,2022,Good,75,,,85.3
1001,334,2023,Good,77,,,85.2
1002,334,2024,Good,83,,,90.8
1003,335,2022,Good,81,,,91.2
1004,335,2023,Good,74,,,91.0
1005,335,2024,Good,73,,,92.5
1006,336,2022,Outstanding,100,,,88.0
1007,336,2023,Inadequate,41,,,87.5
1008,336,2024,Good,75,,,97.7
1009,337,2022,Good,80,,,98.4
1010,337,2023,Good,66,,,97.6
1011,337,2024,Good,71,,,95.8
1012,338,2022,Good,71,,,89.3
1013,338,2023,Good,76,,,85.8
1014,338,2024,Good,78,,,89.5
1015,339,2022,Good,83,,,97.9
1016,339,2023,Good,72,,,92.6
1017,339,2024,Good,74,,,91.7
1018,340,2022,Good,72,,,89.3
1019,340,2023,Outstanding,92,,,94.0
1020,340,2024,Good,72,,,88.7
1021,341,2022,Good,65,,,90.9
1022,341,2023,Good,69,,,93.6
1023,341,2024,Good,84,,,98.2
1024,342,2022,Good,77,,,90.1
1025,342,2023,Good,66,,,97.3
1026,342,2024,Good,66,,,97.1
1027,343,2022,Requires Improvement,52,,,88.0
1028,343,2023,Good,80,,,91.4
1029,343,2024,Good,68,,,85.5
1030,344,2022,Good,82,,,88.5
1031,344,2023,Good,68,,,95.5
1032,344,2024,Good,81,,,87.6
1033,345,2022,Good,65,,,88.0
1034,345,2023,Requires Improvement,53,,,85.5
1035,345,2024,Good,75,,,95.3
1036,346,2022,Good,80,,,95.3
1037,346,2023,Outstanding,100,,,87.8
1038,346,2024,Good,69,,,96.4
1039,347,2022,Requires Improvement,51,,,86.1
1040,347,2023,Outstanding,97,,,90.5
1041,347,2024,Requires Improvement,56,,,86.4
1042,348,2022,Requires Improvement,53,,,91.6
1043,348,2023,Good,80,,,95.0
1044,348,2024,Good,79,,,92.4
1045,349,2022,Good,74,,,89.9
1046,349,2023,Good,80,,,93.7
1047,349,2024,Requires Improvement,59,,,94.8
1048,350,2022,Good,68,,,89.1
1049,350,2023,Good,79,,,97.8
1050,350,2024,Good,74,,,90.8
1051,351,2022,Good,84,,,85.8
1052,351,2023,Good,70,,,96.2
1053,351,2024,Good,83,,,96.2
1054,352,2022,Outstanding,91,,,98.3
1055,352,2023,Good,81,,,98.5
1056,352,2024,Good,78,,,92.6
1057,353,2022,Good,84,,,93.0
1058,353,2023,Good,65,,,85.3
1059,353,2024,Outstanding,97,,,98.2
1060,354,2022,Good,72,,,98.9
1061,354,2023,Requires Improvement,49,,,88.7
1062,354,2024,Outstanding,90,,,85.6
1063,355,2022,Good,78,,,90.2
1064,355,2023,Outstanding,92,,,88.0
1065,355,2024,Outstanding,94,,,93.4
1066,356,2022,Good,66,,,88.5
1067,356,2023,Inadequate,44,,,93.0
1068,356,2024,Requires Improvement,47,,,98.9
1069,357,2022,Good,83,,,87.3
1070,357,2023,Good,80,,,85.8
1071,357,2024,Good,71,,,92.3
1072,358,2022,Good,79,,,90.6
1073,358,2023,Outstanding,99,,,90.8
1074,358,2024,Good,68,,,98.3
1075,359,2022,Requires Improvement,51,,,89.7
1076,359,2023,Good,77,,,95.5
1077,359,2024,Inadequate,43,,,88.2
1078,360,2022,Requires Improvement,56,,,95.4
1079,360,2023,Requires Improvement,61,,,93.8
1080,360,2024,Good,74,,,92.8
1081,361,2022,Good,83,,,97.1
1082,361,2023,Good,76,,,88.4
1083,361,2024,Requires Improvement,50,,,97.2
1084,362,2022,Requires Improvement,46,,,92.3
1085,362,2023,Good,66,,,89.4
1086,362,2024,Inadequate,20,,,97.1
1087,363,2022,Good,79,,,85.4
1088,363,2023,Good,73,,,87.6
1089,363,2024,Good,80,,,95.1
1090,364,2022,Good,71,,,89.2
1091,364,2023,Good,74,,,85.9
1092,364,2024,Requires Improvement,59,,,86.7
1093,365,2022,Good,80,,,97.2
1094,365,2023,Good,67,,,95.6
1095,365,2024,Good,80,,,93.5
1096,366,2022,Requires Improvement,54,,,95.2
1097,366,2023,Requires Improvement,64,,,87.5
1098,366,2024,Outstanding,88,,,91.9
1099,367,2022,Good,73,,,92.6
1100,367,2023,Outstanding,95,,,97.5
1101,367,2024,Requires Improvement,55,,,98.8
1102,368,2022,Good,80,,,94.6
1103,368,2023,Good,67,,,88.1
1104,368,2024,Good,66,,,94.3
1105,369,2022,Good,73,,,93.2
1106,369,2023,Good,84,,,97.6
1107,369,2024,Good,75,,,86.3
1108,370,2022,Good,70,,,91.7
1109,370,2023,Good,80,,,85.7
1110,370,2024,Good,82,,,97.6
1111,371,2022,Good,81,,,91.1
1112,371,2023,Good,71,,,91.2
1113,371,2024,Good,79,,,91.5
1114,372,2022,Good,79,,,86.7
1115,372,2023,Outstanding,91,,,97.0
1116,372,2024,Good,84,,,96.0
1117,373,2022,Good,80,,,85.0
1118,373,2023,Requires Improvement,60,,,93.9
1119,373,2024,Outstanding,90,,,94.1
1120,374,2022,Good,78,,,95.8
1121,374,2023,Good,74,,,89.7
1122,374,2024,Good,74,,,98.3
1123,375,2022,Outstanding,85,,,88.1
1124,375,2023,Good,81,,,93.9
1125,375,2024,Outstanding,94,,,90.9
1126,376,2022,Requires Improvement,63,,,89.3
1127,376,2023,Good,82,,,90.8
1128,376,2024,Good,74,,,93.4
1129,377,2022,Good,73,,,93.4
1130,377,2023,Outstanding,90,,,85.1
1131,377,2024,Good,69,,,87.3
1132,378,2022,Good,77,,,92.0
1133,378,2023,Outstanding,91,,,91.6
1134,378,2024,Good,80,,,92.4
1135,379,2022,Good,74,,,89.6
1136,379,2023,Good,77,,,97.4
1137,379,2024,Good,83,,,87.0
1138,380,2022,Good,78,,,89.0
1139,380,2023,Outstanding,88,,,88.1
1140,380,2024,Outstanding,96,,,98.7
1141,381,2022,Good,73,,,86.1
1142,381,2023,Outstanding,97,,,89.3
1143,381,2024,Good,76,,,95.2
1144,382,2022,Outstanding,93,,,96.7
1145,382,2023,Good,79,,,88.3
1146,382,2024,Good,83,,,87.1
1147,383,2022,Requires Improvement,58,,,87.5
1148,383,2023,Good,73,,,91.9
1149,383,2024,Good,71,,,98.7
1150,384,2022,Outstanding,86,,,91.7
1151,384,2023,Outstanding,86,,,87.0
1152,384,2024,Good,81,,,94.5
1153,385,2022,Good,68,,,93.8
1154,385,2023,Good,72,,,93.4
1155,385,2024,Good,84,,,91.7
1156,386,2022,Good,72,,,95.6
1157,386,2023,Good,71,,,88.4
1158,386,2024,Outstanding,91,,,92.4
1159,387,2022,Good,82,,,92.2
1160,387,2023,Good,77,,,92.3
1161,387,2024,Good,69,,,89.8
1162,388,2022,Outstanding,99,,,87.9
1163,388,2023,Requires Improvement,58,,,98.5
1164,388,2024,Outstanding,97,,,89.9
1165,389,2022,Good,72,,,89.7
1166,389,2023,Good,84,,,96.7
1167,389,2024,Good,72,,,91.7
1168,390,2022,Inadequate,27,,,95.3
1169,390,2023,Good,68,,,93.1
1170,390,2024,Good,77,,,98.2
1171,391,2022,Good,84,,,90.7
1172,391,2023,Good,71,,,98.0
1173,391,2024,Outstanding,96,,,85.8
1174,392,2022,Good,69,,,99.0
1175,392,2023,Outstanding,98,,,87.6
1176,392,2024,Outstanding,86,,,91.3
1177,393,2022,Good,79,,,96.3
1178,393,2023,Good,78,,,98.5
1179,393,2024,Good,72,,,94.8
1180,394,2022,Good,82,,,98.9
1181,394,2023,Inadequate,21,,,90.0
1182,394,2024,Good,73,,,97.7
1183,395,2022,Good,83,,,97.5
1184,395,2023,Good,66,,,90.1
1185,395,2024,Good,73,,,85.6
1186,396,2022,Good,73,,,87.0
1187,396,2023,Outstanding,92,,,88.4
1188,396,2024,Good,82,,,94.7
1189,397,2022,Good,77,,,89.9
1190,397,2023,Good,73,,,95.9
1191,397,2024,Outstanding,98,,,95.6
1192,398,2022,Outstanding,89,,,93.1
1193,398,2023,Outstanding,92,,,98.2
1194,398,2024,Inadequate,25,,,88.7
1195,399,2022,Good,71,,,93.4
1196,399,2023,Good,69,,,96.3
1197,399,2024,Good,81,,,89.5
1198,400,2022,Outstanding,89,,,92.7
1199,400,2023,Good,74,,,96.8
1200,400,2024,Good,76,,,92.3
1201,401,2022,Requires Improvement,45,,,85.4
1202,401,2023,Good,83,,,97.8
1203,401,2024,Good,83,,,87.3
1204,402,2022,Good,73,,,94.0
1205,402,2023,Requires Improvement,55,,,94.7
1206,402,2024,Requires Improvement,47,,,97.2
1207,403,2022,Good,74,,,92.0
1208,403,2023,Good,72,,,89.8
1209,403,2024,Good,76,,,88.8
1210,404,2022,Good,75,,,88.3
1211,404,2023,Good,74,,,93.7
1212,404,2024,Good,66,,,91.8
1213,405,2022,Good,83,,,93.5
1214,405,2023,Good,69,,,87.1
1215,405,2024,Outstanding,98,,,89.3
1216,406,2022,Requires Improvement,47,,,95.6
1217,406,2023,Good,72,,,88.3
1218,406,2024,Outstanding,89,,,92.0
1219,407,2022,Outstanding,96,,,95.4
1220,407,2023,Requires Improvement,60,,,96.8
1221,407,2024,Good,84,,,91.6
1222,408,2022,Requires Improvement,58,,,94.7
1223,408,2023,Good,82,,,94.7
1224,408,2024,Requires Improvement,48,,,88.5
1225,409,2022,Good,82,,,90.3
1226,409,2023,Good,65,,,86.6
1227,409,2024,Good,67,,,87.2
1228,410,2022,Requires Improvement,46,,,92.0
1229,410,2023,Requires Improvement,46,,,85.4
1230,410,2024,Good,84,,,94.6
1231,411,2022,Requires Improvement,56,,,92.4
1232,411,2023,Requires Improvement,63,,,88.1
1233,411,2024,Good,70,,,97.1
1234,412,2022,Requires Improvement,53,,,89.5
1235,412,2023,Requires Improvement,55,,,87.6
1236,412,2024,Outstanding,88,,,89.3
1237,413,2022,Inadequate,39,,,89.3
1238,413,2023,Good,71,,,93.7
1239,413,2024,Good,83,,,90.2
1240,414,2022,Outstanding,99,,,90.6
1241,414,2023,Good,71,,,98.1
1242,414,2024,Good,67,,,89.4
1243,415,2022,Good,83,,,97.8
1244,415,2023,Good,76,,,95.3
1245,415,2024,Good,78,,,93.4
1246,416,2022,Good,65,,,96.8
1247,416,2023,Good,71,,,90.8
1248,416,2024,Outstanding,87,,,96.3
1249,417,2022,Good,80,,,89.1
1250,417,2023,Good,81,,,94.1
1251,417,2024,Outstanding,91,,,98.7
1252,418,2022,Good,83,,,96.1
1253,418,2023,Good,81,,,87.0
1254,418,2024,Good,69,,,92.6
1255,419,2022,Requires Improvement,61,,,93.2
1256,419,2023,Good,83,,,90.6
1257,419,2024,Good,72,,,85.1
1258,420,2022,Good,82,,,89.0
1259,420,2023,Good,67,,,92.0
1260,420,2024,Outstanding,97,,,97.1
1261,421,2022,Good,71,,,95.4
1262,421,2023,Good,69,,,94.1
1263,421,2024,Outstanding,96,,,95.4
1264,422,2022,Good,78,,,89.6
1265,422,2023,Good,82,,,86.0
1266,422,2024,Inadequate,28,,,98.5
1267,423,2022,Good,72,,,92.6
1268,423,2023,Requires Improvement,58,,,89.9
1269,423,2024,Good,67,,,93.7
1270,424,2022,Outstanding,100,,,94.0
1271,424,2023,Requires Improvement,56,,,88.5
1272,424,2024,Good,81,,,91.6
1273,425,2022,Good,77,,,87.1
1274,425,2023,Outstanding,86,,,96.7
1275,425,2024,Good,65,,,93.2
1276,426,2022,Inadequate,28,,,93.8
1277,426,2023,Requires Improvement,56,,,85.1
1278,426,2024,Outstanding,92,,,97.8
1279,427,2022,Outstanding,97,,,93.8
1280,427,2023,Requires Improvement,58,,,96.7
1281,427,2024,Good,76,,,85.4
1282,428,2022,Good,65,,,96.7
1283,428,2023,Requires Improvement,56,,,94.7
1284,428,2024,Good,80,,,92.5
1285,429,2022,Good,80,,,93.0
1286,429,2023,Requires Improvement,63,,,86.3
1287,429,2024,Good,80,,,88.7
1288,430,2022,Good,83,,,96.8
1289,430,2023,Outstanding,91,,,89.6
1290,430,2024,Outstanding,97,,,96.3
1291,431,2022,Outstanding,88,,,85.4
1292,431,2023,Good,73,,,92.0
1293,431,2024,Requires Improvement,54,,,87.6
1294,432,2022,Good,72,,,87.4
1295,432,2023,Outstanding,86,,,86.8
1296,432,2024,Good,69,,,88.3
1297,433,2022,Good,82,,,86.5
1298,433,2023,Good,72,,,85.1
1299,433,2024,Requires Improvement,62,,,88.4
1300,434,2022,Inadequate,31,,,98.7
1301,434,2023,Good,82,,,97.9
1302,434,2024,Good,71,,,89.3
1303,435,2022,Good,71,,,95.3
1304,435,2023,Outstanding,99,,,88.7
1305,435,2024,Outstanding,96,,,90.8
1306,436,2022,Good,82,,,90.5
1307,436,2023,Good,66,,,95.5
1308,436,2024,Requires Improvement,62,,,85.6
1309,437,2022,Outstanding,96,,,97.7
1310,437,2023,Good,76,,,97.9
1311,437,2024,Good,71,,,92.6
1312,438,2022,Good,76,,,97.1
1313,438,2023,Outstanding,87,,,96.9
1314,438,2024,Good,82,,,98.8
1315,439,2022,Good,75,,,91.4
1316,439,2023,Outstanding,86,,,98.5
1317,439,2024,Good,73,,,93.7
1318,440,2022,Good,68,,,96.2
1319,440,2023,Requires Improvement,61,,,97.2
1320,440,2024,Outstanding,88,,,98.4
