institution_id,name,category,region_id,region_name,city,postcode,founded_year,website
284,Beechwood Infant School,Primary School,8,South East England,Portsmouth,PO73 1AD,1891,
285,Eastfield Community Primary School,Primary School,1,North East England,Gateshead,NE99 7ZA,2007,
286,Albert Community Primary School,Primary School,11,Wales,Wrexham,LL88 7NT,1898,
287,Maple Primary Academy,Primary School,9,South West England,Bath,BA62 8HP,1916,
288,Park Infant School,Primary School,2,North West England,Chester,CH52 3QW,1907,
289,Maple Community Primary School,Primary School,2,North West England,Lancaster,LA19 2BN,1978,
290,Westfield Catholic Primary School,Primary School,10,Scotland,Dundee,DD42 6HG,2007,
291,Queen Elizabeth Junior School,Primary School,12,Northern Ireland,Newry,BT64 1DR,2009,
292,Hillside Infant School,Primary School,5,West Midlands,Coventry,CV7 1NU,2000,
293,St George's Primary Academy,Primary School,8,South East England,Oxford,OX18 5QR,1973,
294,The Avenue Community Primary School,Primary School,7,Greater London,London,SW47 9ND,1978,
295,Highfield Infant School,Primary School,5,West Midlands,Worcester,WR97 3HZ,2010,
296,Albert Church School,Primary School,2,North West England,Manchester,M20 9FP,1961,
297,Brookfield Infant School,Primary School,7,Greater London,Camden,NW65 9XU,1956,
298,Beech Infant School,Primary School,5,West Midlands,Birmingham,B87 2SY,1958,
299,Greenfield Primary Academy,Primary School,4,East Midlands,Nottingham,NG19 4BY,1908,
300,Park Primary Academy,Primary School,8,South East England,Southampton,SO20 7HS,2008,
301,St Paul's Catholic Primary School,Primary School,4,East Midlands,Lincoln,LN67 4XP,2002,
302,Oakwood Church School,Primary School,6,East of England,Ipswich,IP69 6XQ,1947,
303,Westfield Junior School,Primary School,3,Yorkshire and the Humber,Sheffield,S72 5JN,1953,
304,Queen Elizabeth Infant School,Primary School,9,South West England,Gloucester,GL62 6XL,1953,
305,St Peter's Junior School,Primary School,7,Greater London,Westminster,SW92 2QT,1945,
306,Riverside Junior School,Primary School,9,South West England,Bath,BA72 5FE,1941,
307,Town End Community Primary School,Primary School,8,South East England,Canterbury,CT82 4BE,1985,
308,St George's Catholic Primary School,Primary School,2,North West England,Lancaster,LA1 9GS,2001,
309,Southfield Infant School,Primary School,5,West Midlands,Coventry,CV37 1DY,1939,
310,Queen Elizabeth Catholic Primary School,Primary School,6,East of England,Luton,LU96 5BA,1956,
311,Highfield Junior School,Primary School,6,East of England,Cambridge,CB59 9WU,1914,
312,Northfield Community Primary School,Primary School,10,Scotland,Dundee,DD15 6GT,1945,
313,Oakwood Primary Academy,Primary School,9,South West England,Bristol,BS55 9PD,1982,
314,All Saints Church School,Primary School,3,Yorkshire and the Humber,Sheffield,S42 4AL,1978,
315,Northfield Infant School,Primary School,8,South East England,Milton Keynes,MK39 1LQ,1940,
316,Meadow Catholic Primary School,Primary School,7,Greater London,London,SW62 3TZ,1975,
317,Westfield C of E Primary School,Primary School,2,North West England,Blackpool,FY68 8WQ,1899,
318,St Paul's Community Primary School,Primary School,11,Wales,Cardiff,CF74 9FG,1963,
319,Holy Trinity Community Primary School,Primary School,10,Scotland,Dundee,DD92 8DW,1994,
320,All Saints Primary Academy,Primary School,4,East Midlands,Lincoln,LN59 1XT,1958,
321,Eastfield Primary School,Primary School,9,South West England,Plymouth,PL96 4YD,1891,
322,The Grove Primary School,Primary School,5,West Midlands,Birmingham,B9 8BN,1984,
323,Willow Infant School,Primary School,8,South East England,Reading,RG49 8RR,1900,
324,Town End Catholic Primary School,Primary School,9,South West England,Gloucester,GL94 4AA,1956,
325,Birch Primary Academy,Primary School,5,West Midlands,Worcester,WR30 4TQ,1919,
326,Holy Trinity Primary School,Primary School,8,South East England,Canterbury,CT85 7ZA,1941,
327,Beechwood Primary School,Primary School,8,South East England,Oxford,OX58 1JB,1982,
328,Hillside Primary School,Primary School,5,West Midlands,Worcester,WR18 9NJ,1961,
329,Park Community Primary School,Primary School,6,East of England,Luton,LU39 3WJ,1985,
330,The Manor Catholic Primary School,Primary School,8,South East England,Oxford,OX81 7XU,1892,
331,Town End Infant School,Primary School,12,Northern Ireland,Newry,BT90 7SF,1956,
332,The Grove Church School,Primary School,2,North West England,Bolton,BL31 4NF,1998,
333,Willow Primary Academy,Primary School,11,Wales,Wrexham,LL72 9FR,1942,
334,The Grove Community Primary School,Primary School,8,South East England,Brighton,BN7 5RZ,1890,
335,Ashwood Community Primary School,Primary School,10,Scotland,Glasgow,G62 4PN,1883,
336,Holy Trinity Church School,Primary School,8,South East England,Reading,RG32 4RJ,1962,
337,Brookfield Junior School,Primary School,4,East Midlands,Lincoln,LN47 9UT,1905,
338,Willow Primary School,Primary School,4,East Midlands,Lincoln,LN73 4FA,1946,
339,Southfield Catholic Primary School,Primary School,6,East of England,Colchester,CO26 6JR,1942,
340,Greenfield Catholic Primary School,Primary School,5,West Midlands,Wolverhampton,WV93 9UG,2018,
341,St Thomas' Primary School,Primary School,12,Northern Ireland,Belfast,BT98 1SF,1939,
342,King Edward Church School,Primary School,7,Greater London,Croydon,CR48 1ZZ,2003,
343,St Mary's Primary Academy,Primary School,3,Yorkshire and the Humber,Leeds,LS2 1WL,2017,
344,Oakwood C of E Primary School,Primary School,12,Northern Ireland,Belfast,BT13 9FJ,1929,
345,Beech Primary Academy,Primary School,3,Yorkshire and the Humber,York,YO59 4JN,1900,
346,St Peter's C of E Primary School,Primary School,3,Yorkshire and the Humber,Doncaster,DN52 7RX,2001,
347,Greenfield C of E Primary School,Primary School,7,Greater London,London,SW64 7PY,1904,
348,The Avenue Church School,Primary School,11,Wales,Cardiff,CF35 1DL,2019,
349,Oakwood Infant School,Primary School,6,East of England,Cambridge,CB3 4YF,1981,
350,Greenfield Community Primary School,Primary School,11,Wales,Newport,NP73 7XP,1978,
351,St Andrew's Infant School,Primary School,4,East Midlands,Leicester,LE7 2SJ,1899,
352,Park Primary School,Primary School,2,North West England,Bolton,BL82 5TU,1938,
353,Forestdale Catholic Primary School,Primary School,2,North West England,Lancaster,LA95 7PQ,1907,
354,Maple Infant School,Primary School,7,Greater London,Bromley,BR98 5EF,1902,
355,St George's Primary School,Primary School,8,South East England,Southampton,SO12 6XD,1963,
356,Southfield Primary Academy,Primary School,10,Scotland,Edinburgh,EH50 2XJ,2013,
357,Northfield Church School,Primary School,8,South East England,Southampton,SO19 2GS,1950,
358,Beechwood Community Primary School,Primary School,5,West Midlands,Stoke-on-Trent,ST59 2FN,1881,
359,Highfield Church School,Primary School,1,North East England,Durham,DH43 7ZF,1956,
360,Riverside Church School,Primary School,2,North West England,Chester,CH41 3RP,1954,
361,Northfield Primary Academy,Primary School,9,South West England,Gloucester,GL47 2YH,2019,
362,Victoria Community Primary School,Primary School,8,South East England,Milton Keynes,MK57 5DS,2007,
363,Elm C of E Primary School,Primary School,7,Greater London,Bromley,BR58 8YR,2016,
364,St George's Community Primary School,Primary School,6,East of England,Luton,LU85 6GZ,1891,
365,St Mary's C of E Primary School,Primary School,6,East of England,Luton,LU34 4WW,1936,
366,Victoria Catholic Primary School,Primary School,5,West Midlands,Stoke-on-Trent,ST45 1UE,1955,
367,Holy Trinity Catholic Primary School,Primary School,2,North West England,Manchester,M45 5PT,1932,
368,Albert C of E Primary School,Primary School,6,East of England,Ipswich,IP57 8PD,1956,
369,Highfield Primary Academy,Primary School,7,Greater London,Westminster,SW60 4RG,1927,
370,Cedar Primary School,Primary School,3,Yorkshire and the Humber,Bradford,BD95 4TY,1989,
371,The Avenue C of E Primary School,Primary School,2,North West England,Chester,CH69 3QP,1930,
372,Ashwood C of E Primary School,Primary School,5,West Midlands,Wolverhampton,WV45 6TZ,1924,
373,Brookfield C of E Primary School,Primary School,10,Scotland,Inverness,IV87 3PE,1941,
374,Beech Catholic Primary School,Primary School,8,South East England,Reading,RG66 7SZ,1915,
375,Park Church School,Primary School,6,East of England,Peterborough,PE80 1QA,2004,
376,Elm Church School,Primary School,7,Greater London,Hackney,E53 8ST,2005,
377,St John's Community Primary School,Primary School,7,Greater London,Camden,NW38 1LJ,2017,
378,St Peter's Church School,Primary School,8,South East England,Milton Keynes,MK34 6DT,1910,
379,The Grove Junior School,Primary School,4,East Midlands,Leicester,LE77 9GP,1954,
380,St Paul's Junior School,Primary School,8,South East England,Brighton,BN84 3FJ,1917,
381,Cedar Church School,Primary School,9,South West England,Bath,BA19 5SR,1995,
382,St Andrew's Primary Academy,Primary School,7,Greater London,Hackney,E66 5QT,2004,
383,Forestdale Infant School,Primary School,2,North West England,Manchester,M9 9RH,1989,
384,Highfield Primary School,Primary School,10,Scotland,Dundee,DD6 2TA,1911,
385,Brookfield Catholic Primary School,Primary School,11,Wales,Swansea,SA36 2QL,1901,
386,Cedar Junior School,Primary School,2,North West England,Chester,CH93 4SD,1904,
387,Town End Church School,Primary School,7,Greater London,Ealing,W2 1PE,1988,
388,St George's C of E Primary School,Primary School,9,South West England,Plymouth,PL41 6NF,1977,
389,Hillside Catholic Primary School,Primary School,4,East Midlands,Leicester,LE53 8HD,1905,
390,Hawthorn Primary Academy,Primary School,7,Greater London,London,SW41 3JL,1901,
391,St John's Junior School,Primary School,8,South East England,Portsmouth,PO27 9ZW,1928,
392,Queen Elizabeth C of E Primary School,Primary School,4,East Midlands,Derby,DE68 1QP,1913,
393,St John's C of E Primary School,Primary School,2,North West England,Bolton,BL2 5HB,1895,
394,Forestdale Primary Academy,Primary School,1,North East England,Middlesbrough,TS55 7DX,2017,
395,Sacred Heart Infant School,Primary School,3,Yorkshire and the Humber,York,YO51 2NS,1941,
396,All Saints Primary School,Primary School,7,Greater London,London,SW21 8QW,2012,
397,Eastfield C of E Primary School,Primary School,4,East Midlands,Derby,DE64 8WQ,1894,
398,Greenfield Junior School,Primary School,5,West Midlands,Worcester,WR99 2YE,1938,
399,Westfield Primary School,Primary School,9,South West England,Bristol,BS61 6RF,1925,
400,Meadow Infant School,Primary School,11,Wales,Cardiff,CF32 7PL,1899,
401,King Edward Primary School,Primary School,6,East of England,Cambridge,CB23 4WB,1982,
402,The Manor Church School,Primary School,7,Greater London,Ealing,W2 6HN,1957,
403,Riverside Community Primary School,Primary School,9,South West England,Bath,BA20 1SA,1939,
404,St Mary's Infant School,Primary School,6,East of England,Luton,LU1 7NE,1932,
405,St Peter's Community Primary School,Primary School,6,East of England,Norwich,NR67 7QT,1901,
406,Eastfield Infant School,Primary School,6,East of England,Colchester,CO51 6PT,1949,
407,Brookfield Primary School,Primary School,8,South East England,Reading,RG28 6FD,1943,
408,St George's Church School,Primary School,1,North East England,Middlesbrough,TS14 3EA,1895,
409,Forestdale C of E Primary School,Primary School,10,Scotland,Glasgow,G75 5DA,1896,
410,St John's Primary Academy,Primary School,8,South East England,Canterbury,CT88 7GQ,1934,
411,Sacred Heart Primary School,Primary School,11,Wales,Newport,NP79 4NU,1985,
412,St Paul's C of E Primary School,Primary School,10,Scotland,Dundee,DD36 7FS,1931,
413,Elm Infant School,Primary School,3,Yorkshire and the Humber,Hull,HU62 9UQ,2008,
414,Westfield Community Primary School,Primary School,2,North West England,Preston,PR35 9BJ,1979,
415,Oakwood Catholic Primary School,Primary School,2,North West England,Bolton,BL31 6QY,1887,
416,The Avenue Catholic Primary School,Primary School,9,South West England,Exeter,EX73 4UX,1959,
417,St Andrew's Primary School,Primary School,8,South East England,Oxford,OX30 4AW,2002,
418,St John's Catholic Primary School,Primary School,7,Greater London,Camden,NW76 3EW,1973,
419,Park Catholic Primary School,Primary School,1,North East England,Durham,DH21 7UP,1924,
420,Elm Junior School,Primary School,9,South West England,Bournemouth,BH94 5FG,1880,
421,St Paul's Primary Academy,Primary School,1,North East England,Gateshead,NE57 7GS,2006,
422,Southfield Primary School,Primary School,10,Scotland,Aberdeen,AB41 5ED,1967,
423,St George's Infant School,Primary School,8,South East England,Southampton,SO27 4SX,2018,
424,Brookfield Community Primary School,Primary School,8,South East England,Brighton,BN13 1RY,2020,
425,Albert Junior School,Primary School,10,Scotland,Glasgow,G11 7BW,2012,
426,Sacred Heart Catholic Primary School,Primary School,4,East Midlands,Northampton,NN73 2EY,1905,
427,Eastfield Primary Academy,Primary School,4,East Midlands,Northampton,NN84 8YZ,2001,
428,Cedar Catholic Primary School,Primary School,7,Greater London,Bromley,BR80 7BR,1964,
429,Beech Primary School,Primary School,9,South West England,Bristol,BS44 5NL,2005,
430,Beechwood C of E Primary School,Primary School,10,Scotland,Inverness,IV25 8HS,2004,
431,Oakwood Community Primary School,Primary School,4,East Midlands,Derby,DE26 1JB,1996,
432,Beech Church School,Primary School,7,Greater London,Bromley,BR65 7EA,1941,
433,Albert Infant School,Primary School,2,North West England,Blackpool,FY45 3LD,1952,
434,Hillside Junior School,Primary School,7,Greater London,London,SW84 7WA,1882,
435,Meadow Junior School,Primary School,5,West Midlands,Coventry,CV78 5LS,1976,
436,Elm Primary School,Primary School,10,Scotland,Dundee,DD75 4PJ,2016,
437,Albert Catholic Primary School,Primary School,3,Yorkshire and the Humber,Bradford,BD95 5XG,1965,
438,Hawthorn Community Primary School,Primary School,3,Yorkshire and the Humber,Sheffield,S96 5SP,1975,
439,Victoria C of E Primary School,Primary School,8,South East England,Brighton,BN61 1YY,1898,
440,St Mary's Church School,Primary School,5,West Midlands,Coventry,CV36 4GY,1920,
441,Albert Primary Academy,Primary School,5,West Midlands,Birmingham,B1 1XH,1975,
442,Forestdale Community Primary School,Primary School,1,North East England,Durham,DH29 6NF,1906,
443,Holy Trinity Infant School,Primary School,2,North West England,Blackpool,FY92 1RL,2016,
444,St George's Junior School,Primary School,3,Yorkshire and the Humber,Hull,HU80 3SE,2010,
445,Highfield Community Primary School,Primary School,9,South West England,Bristol,BS1 1DE,2006,
446,Meadow Church School,Primary School,7,Greater London,London,SW38 5TB,1905,
447,Maple Junior School,Primary School,10,Scotland,Edinburgh,EH94 2QP,1926,
448,Birch Community Primary School,Primary School,7,Greater London,Ealing,W62 6RF,1893,
449,Meadow Primary School,Primary School,7,Greater London,Croydon,CR44 6NX,2013,
450,King Edward Catholic Primary School,Primary School,2,North West England,Manchester,M89 3FE,1979,
451,Willow Community Primary School,Primary School,3,Yorkshire and the Humber,Hull,HU36 7PN,1995,
452,Pinewood Junior School,Primary School,4,East Midlands,Leicester,LE88 6FG,2008,
453,Hawthorn Church School,Primary School,6,East of England,Luton,LU75 7XN,1988,
454,Elm Catholic Primary School,Primary School,4,East Midlands,Northampton,NN7 1HL,1921,
455,Birch Junior School,Primary School,12,Northern Ireland,Lisburn,BT72 5FG,1945,
456,Hillside Primary Academy,Primary School,7,Greater London,Ealing,W83 2FA,1997,
457,St Andrew's C of E Primary School,Primary School,9,South West England,Bristol,BS7 3LX,1898,
458,Pinewood C of E Primary School,Primary School,6,East of England,Norwich,NR97 1DQ,2008,
459,Southfield Church School,Primary School,7,Greater London,Hackney,E49 7AU,1920,
460,St Mary's Catholic Primary School,Primary School,6,East of England,Norwich,NR16 1AY,1980,
461,The Avenue Infant School,Primary School,6,East of England,Cambridge,CB41 7GA,1960,
462,Town End Junior School,Primary School,8,South East England,Reading,RG49 4WR,1970,
463,Meadow C of E Primary School,Primary School,10,Scotland,Aberdeen,AB66 5HF,1927,
464,Meadow Primary Academy,Primary School,7,Greater London,Camden,NW77 3YG,2010,
465,Riverside Primary Academy,Primary School,8,South East England,Canterbury,CT20 2GU,1889,
466,St Mary's Primary School,Primary School,10,Scotland,Stirling,FK74 9EW,1881,
467,Eastfield Junior School,Primary School,2,North West England,Liverpool,L74 6RF,1910,
468,Riverside Primary School,Primary School,4,East Midlands,Lincoln,LN77 9WJ,1923,
469,Victoria Primary Academy,Primary School,9,South West England,Exeter,EX74 1LG,1984,
470,Elm Community Primary School,Primary School,6,East of England,Colchester,CO87 4PS,1970,
471,The Avenue Junior School,Primary School,6,East of England,Cambridge,CB24 4UH,1940,
472,Albert Primary School,Primary School,9,South West England,Exeter,EX65 6RG,1997,
473,Westfield Primary Academy,Primary School,12,Northern Ireland,Armagh,BT49 4FF,2001,
474,Park Junior School,Primary School,4,East Midlands,Leicester,LE91 5ZR,1949,
475,Hawthorn Infant School,Primary School,10,Scotland,Aberdeen,AB61 8XL,2020,
476,St Paul's Primary School,Primary School,5,West Midlands,Worcester,WR24 2NL,1912,
477,Hawthorn Catholic Primary School,Primary School,9,South West England,Gloucester,GL33 1UT,1955,
478,King Edward Infant School,Primary School,6,East of England,Peterborough,PE85 3XZ,1993,
479,Cedar Primary Academy 1,Primary School,11,Wales,Newport,NP90 3FU,1930,
480,Forestdale Junior School 1,Primary School,5,West Midlands,Worcester,WR31 9LB,1945,
481,Hillside C of E Primary School,Primary School,10,Scotland,Edinburgh,EH23 8ZU,1963,
482,Beechwood Primary School 1,Primary School,10,Scotland,Glasgow,G32 9LZ,1933,
483,Victoria Primary Academy 1,Primary School,7,Greater London,Croydon,CR96 1WN,1960,
484,St Paul's C of E Primary School 1,Primary School,6,East of England,Cambridge,CB50 1DS,1980,
485,Birch Infant School 1,Primary School,8,South East England,Portsmouth,PO12 1ZW,1983,
486,Birch Primary School,Primary School,10,Scotland,Aberdeen,AB74 8JW,1948,
487,Westfield Church School,Primary School,2,North West England,Blackpool,FY81 2XY,1959,
488,The Avenue Primary School,Primary School,3,Yorkshire and the Humber,York,YO85 5ZA,1953,
489,Beechwood Catholic Primary School 1,Primary School,5,West Midlands,Coventry,CV49 3EG,1944,
490,Queen Elizabeth Church School 1,Primary School,8,South East England,Canterbury,CT3 1PB,1966,
491,The Grove Community Primary School 1,Primary School,4,East Midlands,Nottingham,NG60 4LB,1929,
492,St Peter's Church School 1,Primary School,7,Greater London,Croydon,CR94 9BS,2015,
493,The Grove Catholic Primary School 1,Primary School,2,North West England,Bolton,BL61 6ST,1885,
494,Beech Primary Academy 1,Primary School,8,South East England,Oxford,OX19 7QR,1975,
495,The Grove Infant School 1,Primary School,7,Greater London,Bromley,BR41 5LQ,1904,
496,Ashwood Infant School,Primary School,6,East of England,Ipswich,IP46 3WZ,1941,
497,Birch Church School,Primary School,6,East of England,Cambridge,CB36 5RQ,2001,
498,St Thomas' Junior School 1,Primary School,3,Yorkshire and the Humber,Bradford,BD15 6GA,2017,
499,The Manor Primary Academy 1,Primary School,2,North West England,Lancaster,LA55 1HG,1949,
500,St Paul's Catholic Primary School 1,Primary School,7,Greater London,Bromley,BR81 8FA,1982,
501,King Edward Primary Academy 1,Primary School,8,South East England,Brighton,BN39 7QF,1890,
502,St Andrew's Primary Academy 2,Primary School,6,East of England,Ipswich,IP33 3JR,1902,
503,Beechwood Church School 1,Primary School,7,Greater London,Croydon,CR39 6RN,1902,
504,The Manor Primary School 1,Primary School,7,Greater London,London,SW3 6LQ,1920,
505,Hillside Church School 1,Primary School,8,South East England,Milton Keynes,MK90 6RH,1957,
506,Sacred Heart Catholic Primary School 1,Primary School,7,Greater London,Camden,NW76 7BN,1952,
507,Beechwood Community Primary School 1,Primary School,8,South East England,Milton Keynes,MK64 9WR,1909,
508,Hawthorn Community Primary School 1,Primary School,8,South East England,Brighton,BN12 5JJ,2006,
509,Brookfield Primary Academy 1,Primary School,1,North East England,Newcastle upon Tyne,NE9 2BX,1893,
510,Sacred Heart Junior School 1,Primary School,8,South East England,Southampton,SO57 4YQ,1891,
511,Birch Church School 1,Primary School,12,Northern Ireland,Londonderry,BT60 7SQ,2007,
512,St John's Catholic Primary School 1,Primary School,2,North West England,Lancaster,LA26 2RN,1932,
513,St Thomas' C of E Primary School 2,Primary School,8,South East England,Canterbury,CT71 4TF,2000,
514,Highfield Primary School 1,Primary School,10,Scotland,Glasgow,G78 8RW,1939,
515,Victoria Junior School 1,Primary School,5,West Midlands,Birmingham,B59 5RX,2003,
516,Riverside Junior School 2,Primary School,7,Greater London,Croydon,CR53 8ZE,1922,
517,Northfield Community Primary School 1,Primary School,7,Greater London,London,SW93 5UE,1914,
518,Riverside Primary School 1,Primary School,11,Wales,Aberystwyth,SY47 2FR,1989,
519,All Saints Community Primary School 1,Primary School,9,South West England,Bath,BA76 6LF,1988,
520,St Thomas' Community Primary School 1,Primary School,7,Greater London,Bromley,BR12 3YB,1901,
521,Southfield Primary School 1,Primary School,9,South West England,Bournemouth,BH18 7SP,1888,
522,Beech Infant School 1,Primary School,7,Greater London,Croydon,CR39 2EA,1913,
523,All Saints Primary Academy 1,Primary School,2,North West England,Chester,CH79 5PB,1882,
524,Meadow Primary Academy 1,Primary School,10,Scotland,Glasgow,G88 2UG,1908,
525,Albert Catholic Primary School 1,Primary School,8,South East England,Brighton,BN4 3QF,1900,
526,King Edward Catholic Primary School 1,Primary School,8,South East England,Oxford,OX4 7UY,1889,
527,Hillside Church School 2,Primary School,8,South East England,Reading,RG15 5TB,2019,
528,Beech Catholic Primary School 2,Primary School,7,Greater London,Ealing,W71 3XS,1977,
529,Elm Junior School 1,Primary School,8,South East England,Canterbury,CT85 1LD,1916,
530,Maple Catholic Primary School 1,Primary School,3,Yorkshire and the Humber,Doncaster,DN5 9LY,1984,
531,Park Primary Academy 1,Primary School,8,South East England,Milton Keynes,MK29 3DH,1974,
532,Northfield Infant School 1,Primary School,10,Scotland,Stirling,FK13 1RS,1929,
533,Sacred Heart Primary Academy 1,Primary School,8,South East England,Southampton,SO29 3QU,1887,
534,The Avenue Church School 1,Primary School,8,South East England,Canterbury,CT70 3RS,1904,
535,Beech Junior School 1,Primary School,7,Greater London,Ealing,W51 7ET,1986,
536,The Avenue C of E Primary School 1,Primary School,10,Scotland,Glasgow,G44 3WU,1928,
537,Meadow C of E Primary School 1,Primary School,10,Scotland,Stirling,FK76 1JS,2017,
538,Victoria Community Primary School 1,Primary School,6,East of England,Cambridge,CB17 1LL,1901,
539,St Andrew's C of E Primary School 2,Primary School,12,Northern Ireland,Armagh,BT29 9YX,1987,
540,Park Church School 1,Primary School,6,East of England,Cambridge,CB23 9YL,1904,
541,Town End Community Primary School 1,Primary School,8,South East England,Southampton,SO1 7DU,1933,
542,St Mary's Primary School 1,Primary School,9,South West England,Bristol,BS3 9EW,1981,
543,Albert C of E Primary School 2,Primary School,4,East Midlands,Nottingham,NG14 7DR,1912,
544,Albert Primary School 2,Primary School,4,East Midlands,Leicester,LE42 2BF,2010,
545,Northfield C of E Primary School 1,Primary School,4,East Midlands,Lincoln,LN23 8BL,1930,
546,St John's Church School 2,Primary School,9,South West England,Plymouth,PL79 8YY,1991,
547,Oakwood Primary Academy 1,Primary School,9,South West England,Plymouth,PL20 5NR,2003,
548,Beechwood C of E Primary School 1,Primary School,7,Greater London,Ealing,W49 9DP,1957,
549,St George's Primary Academy 1,Primary School,5,West Midlands,Birmingham,B28 4EY,1954,
550,King Edward Church School 2,Primary School,8,South East England,Reading,RG55 2EF,1947,
551,Highfield C of E Primary School 1,Primary School,4,East Midlands,Northampton,NN35 9XX,1900,
552,The Avenue Catholic Primary School 1,Primary School,1,North East England,Newcastle upon Tyne,NE42 3HR,1923,
553,Eastfield Primary School 3,Primary School,10,Scotland,Stirling,FK18 2SS,1981,
554,St Andrew's Catholic Primary School 1,Primary School,4,East Midlands,Nottingham,NG65 9EG,1933,
555,All Saints Infant School 1,Primary School,7,Greater London,Ealing,W85 9QZ,1904,
556,Beech Catholic Primary School 1,Primary School,5,West Midlands,Worcester,WR13 3ZJ,1918,
557,Northfield C of E Primary School 2,Primary School,6,East of England,Colchester,CO91 8XZ,1976,
558,Park Community Primary School 1,Primary School,3,Yorkshire and the Humber,Doncaster,DN57 1JX,1919,
559,Queen Elizabeth C of E Primary School 1,Primary School,3,Yorkshire and the Humber,York,YO43 2ER,1979,
560,Southfield Infant School 1,Primary School,4,East Midlands,Lincoln,LN18 8HN,1989,
561,Southfield Junior School 1,Primary School,2,North West England,Lancaster,LA14 2RH,1902,
562,Southfield Catholic Primary School 1,Primary School,6,East of England,Peterborough,PE50 5GQ,1885,
563,Willow C of E Primary School 2,Primary School,5,West Midlands,Wolverhampton,WV69 7GX,2000,
564,Beech C of E Primary School 1,Primary School,9,South West England,Exeter,EX20 4DD,1882,
565,Cedar Church School 1,Primary School,9,South West England,Gloucester,GL60 8FF,1978,
566,Elm Catholic Primary School 1,Primary School,2,North West England,Manchester,M80 6DW,2005,
567,Highfield C of E Primary School 2,Primary School,5,West Midlands,Wolverhampton,WV53 6DU,1982,
568,Queen Elizabeth Primary Academy 1,Primary School,6,East of England,Colchester,CO93 6TR,1922,
569,Willow Catholic Primary School 1,Primary School,11,Wales,Bangor,LL75 7QT,1968,
570,Elm C of E Primary School 1,Primary School,4,East Midlands,Leicester,LE55 6UA,1977,
571,Riverside Church School 1,Primary School,7,Greater London,Ealing,W85 9QX,1947,
572,Eastfield Junior School 1,Primary School,5,West Midlands,Coventry,CV35 5ZW,1938,
573,St John's Infant School 1,Primary School,2,North West England,Preston,PR98 4GR,1932,
574,Greenfield C of E Primary School 1,Primary School,6,East of England,Cambridge,CB79 9BL,1900,
575,Queen Elizabeth Community Primary School 2,Primary School,6,East of England,Ipswich,IP97 1HS,1917,
576,St Thomas' Catholic Primary School 1,Primary School,5,West Midlands,Worcester,WR5 5UD,1936,
577,The Avenue C of E Primary School 2,Primary School,5,West Midlands,Coventry,CV6 3NP,1905,
578,Westfield Church School 1,Primary School,7,Greater London,Camden,NW36 4GS,1889,
579,Northfield Catholic Primary School 1,Primary School,4,East Midlands,Derby,DE15 8PE,2008,
580,Town End C of E Primary School 1,Primary School,4,East Midlands,Northampton,NN47 2EL,1965,
581,The Avenue Primary School 3,Primary School,2,North West England,Manchester,M84 4EA,1985,
582,St George's Junior School 1,Primary School,7,Greater London,Croydon,CR93 7LL,1931,
583,Hillside Infant School 1,Primary School,3,Yorkshire and the Humber,Doncaster,DN81 5SF,1896,
584,Albert C of E Primary School 1,Primary School,10,Scotland,Glasgow,G57 9QB,1886,
585,Westfield Catholic Primary School 1,Primary School,9,South West England,Exeter,EX87 2FR,1955,
586,St Andrew's Church School 1,Primary School,9,South West England,Bournemouth,BH98 6RE,1998,
587,Hillside C of E Primary School 1,Primary School,1,North East England,Middlesbrough,TS23 4LP,1971,
588,Park Infant School 2,Primary School,7,Greater London,Ealing,W84 4WF,1884,
589,Cedar Catholic Primary School 1,Primary School,10,Scotland,Aberdeen,AB8 8FR,1985,
590,Eastfield Primary Academy 1,Primary School,3,Yorkshire and the Humber,Hull,HU22 9PU,1992,
591,Albert Community Primary School 1,Primary School,8,South East England,Southampton,SO70 3AZ,1995,
592,Queen Elizabeth Junior School 1,Primary School,8,South East England,Milton Keynes,MK34 4AH,1958,
593,St Andrew's Primary Academy 1,Primary School,3,Yorkshire and the Humber,Leeds,LS43 1FA,1890,
594,Park Catholic Primary School 1,Primary School,7,Greater London,Hackney,E80 2WT,1977,
595,The Manor Church School 1,Primary School,11,Wales,Wrexham,LL78 8WW,2009,
596,Oakwood C of E Primary School 1,Primary School,10,Scotland,Dundee,DD12 5AX,1981,
597,Birch Catholic Primary School 1,Primary School,3,Yorkshire and the Humber,Sheffield,S32 5UE,1915,
598,St Paul's Junior School 1,Primary School,10,Scotland,Aberdeen,AB52 7SE,1959,
599,St John's Junior School 1,Primary School,1,North East England,Gateshead,NE85 9AD,2019,
600,Hawthorn Community Primary School 2,Primary School,11,Wales,Newport,NP81 7LX,2019,
601,Pinewood Church School 1,Primary School,7,Greater London,Camden,NW40 9RY,1959,
602,Forestdale Infant School 1,Primary School,9,South West England,Bristol,BS78 6JB,1882,
603,Sacred Heart Community Primary School 1,Primary School,9,South West England,Gloucester,GL10 2FH,1919,
604,St Peter's C of E Primary School 1,Primary School,1,North East England,Middlesbrough,TS94 9RL,1924,
605,St Andrew's C of E Primary School 1,Primary School,8,South East England,Reading,RG91 4NA,1994,
606,St George's Infant School 2,Primary School,6,East of England,Cambridge,CB88 5QU,1891,
607,Holy Trinity Primary Academy 1,Primary School,2,North West England,Bolton,BL94 2ZW,1916,
